hostelid,name,type,address1,address2,tel,homepage,checktime,petinfo,placeinfo,rating,review,theme,themenum,firstimage,latitude,longitude
62,오션뷰제주 게스트하우스,게스트하우스,제주 서귀포시 안덕면 난드르로 49-71 오션뷰제주 게스트하우스,창천리 785-2,0507-1360-7180,https://www.instagram.com/oceanview__jeju/,입실 17:00 퇴실 11:00,,,4.81,779,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220807_144%2F16598589772428xDA7_JPEG%2FKakaoTalk_20220709_094653306_16.jpg,33.2321737127828,126.367111001643
63,또랑게스트하우스,게스트하우스,제주 제주시 한북로 338,아라일동 1955-3,010-9282-2823,https://youtu.be/Tc_900rnZkc,입실 16:00 퇴실 10:00,,,4.55,2884,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230203_243%2F16753912307113TAoK_JPEG%2F_R4A4303.JPG,33.4551241372517,126.549378500182
64,제주도게스트하우스파티애월설레임2호점,게스트하우스,제주 제주시 애월읍 애월북서길 67,애월리 2519-3,0507-1371-6431,https://www.instagram.com/suleimguesthouse/,입실 17:00 퇴실 11:00,,,4.77,1930,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230912_250%2F1694485296196cfDyI_JPEG%2F2.jpg,33.4642884671531,126.3104832307
65,제주도게스트하우스 파티 월정리썬시티,게스트하우스,제주 제주시 구좌읍 월정5길 33 102동,월정리 243,0507-1407-4231,https://blog.naver.com/tip944,입실 16:00 퇴실 11:00,,,4.84,15499,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230728_176%2F1690538998617j0u0E_JPEG%2FKakaoTalk_20230728_190654638_01.jpg,33.5533763498643,126.79501990043
66,숙은처녀치마 제주도게스트하우스파티,게스트하우스,제주 제주시 조천읍 함덕서1길 22-25 숙은처녀치마 제주도게스트하우스파티,함덕리 2951-16,0507-1355-5893,https://www.instagram.com/swamppink,입실 17:00 퇴실 11:00,,,0.0,167,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230713_299%2F1689253888426vNSky_JPEG%2F%25C8%25A3%25C5%25DA%25B0%25B4%25BD%25C7_%25283%2529.jpg,33.541125068483,126.660358099225
67,우도머뭄,게스트하우스,제주 제주시 우도면 조일길 44 우도머뭄,연평리 156-1,0507-1319-2786,https://blog.naver.com/suyerin486,입실 15:00 퇴실 10:00,,,4.96,983,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220419_1%2F1650347360695buz2F_JPEG%2F20220410_143357.jpg,33.5059180846432,126.965508175854
68,제주공항 게스트하우스 그린데이,게스트하우스,제주 제주시 남성로 158-3,삼도이동 251-9,0507-1439-2533,https://blog.naver.com/greendayjeju,입실 16:00 퇴실 11:00,,,4.45,2975,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230710_213%2F1688996298799PSGLJ_PNG%2F%25B6%25F4%25BE%25B2%25B9%25AB%25C6%25BC_%25C3%25D6%25C3%25D6%25C1%25BE%25BC%25F6%25C1%25A4%25BA%25BB.png,33.5089212314851,126.522594870623
69,제주도성산바랑쉬게스트하우스,게스트하우스,제주 서귀포시 성산읍 환해장성로 496,온평리 1111-2,0507-1304-5697,https://www.instagram.com/barangswi_jeju,입실 17:00 퇴실 11:00,,,0.0,2500,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230703_108%2F1688379524229stNrJ_JPEG%2FKakaoTalk_20230703_191626847.jpg,33.401030770598,126.903608009595
70,제주도게스트하우스파티 애월설레임,게스트하우스,제주 제주시 애월읍 일주서로 5999-1,곽지리 2053-25,0507-1373-6431,https://www.instagram.com/suleimguesthouse/,입실 16:00 퇴실 10:00,,,4.76,7282,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210316_117%2F1615882723436SjlNF_JPEG%2FKakaoTalk_20210316_171756004.jpg,33.4470511101879,126.305789675157
71,카프리애월 민박,게스트하우스,제주 제주시 애월읍 애월로4길 18,애월리 2150-8,0507-1353-7978,https://blog.naver.com/foreverjeq,입실 17:00 퇴실 10:00,,,4.83,6779,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190121_72%2F1548054568263vjEUV_JPEG%2FPmiNAT6c4JKrmEcsAsjB0kcR.jpg,33.4633078435255,126.314129055232
72,한라산게스트하우스,게스트하우스,제주 제주시 제주대학로 77,아라일동 358-9,0507-1325-6198,https://blog.naver.com/hallasan2020,입실 17:00 퇴실 10:00,,,4.93,2037,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201019_70%2F1603078460769y1p7w_JPEG%2FHB1-yS9NFsG4rApfP_ZDPSW5.jpg,33.4594115019732,126.558547324198
73,제주도게스트하우스 협재정류장,게스트하우스,제주 제주시 한림읍 한림로 391 제주도게스트하우스협재정류장,협재리 1625,0507-1322-8968,https://blog.naver.com/byesky486,입실 17:00 퇴실 10:00,,,4.73,1032,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191121_20%2F1574323102496KFN99_JPEG%2FZIPchF-h-iDn6EGebttiBXaq.jpeg.jpg,33.3973781032604,126.244170182408
74,호랑이주택,게스트하우스,제주 제주시 한림읍 명랑남길 17,한림리 546-1,0507-1310-5321,https://blog.naver.com/tigershouse,입실 16:00 퇴실 10:00,,,4.87,1518,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180506_291%2F1525601991461LcEsD_JPEG%2F5C1HMIJjLIgxyHPGqHqnMFhu.jpg,33.4151131905591,126.271165277945
75,서점숙소,게스트하우스,제주 제주시 조천읍 북촌14길 13-12 205동,북촌리 283,010-4518-8817,http://www.instagram.com/jejubookhome,입실 17:00 퇴실 10:00,,,4.82,1177,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211219_89%2F16399033521345Qob2_JPEG%2FKakaoTalk_20211219_174200652.jpg,33.549021823347,126.699334771044
76,구주택,게스트하우스,제주 제주시 조천읍 북촌14길 13-10 204동,북촌리 283,0507-1384-0719,https://blog.naver.com/9_jutaek,미제공,,,0.0,157,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230407_232%2F168079833113428q0S_JPEG%2FKakaoTalk_20230321_233719969.jpg,33.549021823347,126.699334771044
77,소담소담,게스트하우스,제주 제주시 흥운길 63-4 소담소담 게스트하우스,용담이동 464-12,064-743-3350,https://www.instagram.com/sodam._.sodam,미제공,,,0.0,394,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220110_106%2F1641804634741hASg2_JPEG%2FKakaoTalk_20220104_204416070_02.jpg,33.5145010627196,126.513252683096
78,숨게스트하우스 제주공항점,게스트하우스,제주 제주시 서광로5길 2-2,용담일동 2829-1,0507-1311-0106,https://blog.naver.com/sumhostel_jeju,입실 15:00 퇴실 11:00,,,3.95,3031,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200527_13%2F15905691292210hKCy_JPEG%2FVwb3YxAKlaCNxpf8Ijv6X-er.jpg,33.5004323877687,126.514658231146
79,루프탑정원,게스트하우스,제주 서귀포시 남원읍 태위로912번길 37,태흥리 457-1,0507-1308-3842,https://blog.naver.com/rooftopmd,입실 17:00 퇴실 10:00,,,4.9,1759,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201027_194%2F1603762425044efd4j_JPEG%2FyFjxymGuGndQJjgS91nHX_rB.jpeg.jpg,33.2834615712045,126.745264691386
80,안녕함덕,게스트하우스,제주 제주시 조천읍 함덕로 10,함덕리 272-43,0507-1454-8556,http://instagram.com/hihamdeok,입실 17:00 퇴실 11:00,,,0.0,761,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201228_1%2F16091558153672FAuJ_JPEG%2FWZEaPSy74EdJok4fqVUIJq86.jpg,33.5409715259059,126.673702568633
81,안녕김녕Sea,게스트하우스,제주 제주시 구좌읍 구좌해안로 178,김녕리 6107-1,0507-1320-3114,https://blog.naver.com/hisea178,입실 16:00 퇴실 11:00,,,4.57,2391,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220606_15%2F1654473219713zGN6Q_JPEG%2FKakaoTalk_20220605_164935613.jpg,33.5592206090166,126.731320550818
82,토다게스트하우스,게스트하우스,제주 제주시 동문로 10 3층,일도일동 1145-1,010-6265-3734,https://www.instagram.com/toda_jeju/,입실 15:00 퇴실 11:00,,,4.59,796,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190418_78%2F15555749078475mdkY_JPEG%2FKakaoTalk_20190417_132330127_03.jpg,33.512736528525,126.52782673239
83,히든스테이,게스트하우스,제주 서귀포시 성산읍 성산중앙로40번길 12 히든스테이,성산리 183-1,0507-1385-3800,https://www.instagram.com/hiddenstay_seongsan,입실 16:00 퇴실 10:00,,,0.0,397,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220421_241%2F1650521492806P551q_JPEG%2FB153B397-BF4E-4B0A-9178-535F69ACDE2C.jpeg,35.5762329303308,128.284574714751
84,도토리게스트하우스,게스트하우스,제주 서귀포시 남원읍 신흥고수로 9 도토리게스트하우스,신흥리 632-1,0507-1439-0387,http://www.instagram.com/dotori_guesthouse,입실 17:00 퇴실 10:00,,,0.0,188,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230626_76%2F1687746401606c5liV_JPEG%2FKakaoTalk_20230624_132709853.jpg,33.2995239161675,126.764444628843
85,몽중인,게스트하우스,제주 제주시 중앙로4길 6,삼도이동 12-21,0507-1461-7255,https://www.instagram.com/mongjoonginn,입실 16:00 퇴실 11:00,,,4.81,254,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_201%2F16296969844666Eq8Y_JPEG%2FqgE2NbWHiKTXfmWneMt1jkJv.jpg,33.5162618662793,126.523994604768
86,머문공간 게스트하우스,게스트하우스,제주 서귀포시 성산읍 온평포구로54번길 61,온평리 1142-5,010-8311-1137,https://meomoongonggan.modoo.at,입실 16:00 퇴실 11:00,,,4.9,1945,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180328_200%2F1522218272656uQQS8_JPEG%2FY2EuC49MQDHbJ-Rg8MGaKX8M.jpg,33.3969893054445,126.899565929111
87,소낭게스트하우스,게스트하우스,제주 제주시 구좌읍 월정1길 1 소낭게스트하우스,월정리 891-7,0507-1412-7676,https://blog.naver.com/yoo_banjang,입실 16:00 퇴실 10:30,,,4.69,4531,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220316_33%2F1647434859013MsaCe_JPEG%2FKakaoTalk_20220316_214308823_06.jpg,33.5520770539281,126.790970618876
88,김군빌리지 게스트하우스,게스트하우스,제주 제주시 어영길 1-1,용담삼동 2289-2,0507-1326-4347,https://gimgoon.me/,입실 16:00 퇴실 10:00,,,4.62,2893,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230904_113%2F1693835222515cHoJD_JPEG%2Fc059aa1993e5c.jpg,33.5197394260223,126.494312831303
89,동행in협재,게스트하우스,제주 제주시 한림읍 협재1길 27 1층 동행in협재,협재리 1689-1,0507-1393-3556,https://www.instagram.com/donghaeng_in_hyeopjae,입실 16:00 퇴실 10:00,,,4.72,683,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210415_245%2F1618471590194UTRzA_JPEG%2FwqZPnCjG0iAWjf1C6VIvZC7O.jpg,33.3977183642549,126.243164602115
90,각자의 섬,게스트하우스,제주 제주시 구좌읍 종달논길 82,종달리 752,0507-1387-1833,https://www.instagram.com/gakjasum,입실 16:00 퇴실 10:00,,,0.0,244,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230423_244%2F16822454598240Eodf_JPEG%2FIMG_7324.JPG,33.490322575098,126.900473137694
91,낯선하루,게스트하우스,제주 서귀포시 성산읍 신양로122번길 30-8,고성리 198,010-2480-1250,https://blog.naver.com/strangday,입실 16:00 퇴실 10:00,,,4.8,1080,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210227_133%2F1614395292196eSQbF_JPEG%2F1.jpg,33.4410718816227,126.422859303232
92,제주도게스트하우스 털보네,게스트하우스,제주 제주시 애월읍 애월북서길 88 제주도게스트하우스털보네,애월리 2002-7,0507-1334-5265,http://www.instagram.com/tulbone_guesthouse,입실 17:00 퇴실 11:00,,,4.72,1795,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190220_47%2F1550637680556s7gPr_JPEG%2FUlE5Z0IBRxhh-7JL5-srBRuL.jpg,33.4636164180844,126.312055824244
93,제주도 게스트하우스파티 달이머물다,게스트하우스,제주 제주시 구좌읍 해맞이해안로 518-38 2-3층,행원리 1511-3,0507-1328-8057,https://jejumoonstay.modoo.at,입실 16:00 퇴실 12:00,,,4.53,1702,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230918_95%2F1695015543985DgUWy_PNG%2F7.png,33.5572238164807,126.802793256399
94,오소소게스트하우스,게스트하우스,제주 서귀포시 대정읍 비자낭로 23,신도리 2071-4,0507-1385-3592,https://www.instagram.com/ososojeju_official/,입실 15:00 퇴실 11:00,,,4.88,1247,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190430_37%2F1556632040502Of3cM_JPEG%2FxXPjZNtM1RqmazG6rHkUprkU.JPG.jpg,33.2853428322176,126.183949127777
95,백패커스홈,게스트하우스,제주 서귀포시 중정로 24-7 1층 프론트,서귀동 315-3,0507-1444-4009,https://blog.naver.com/backpackershome,입실 16:00 퇴실 11:00,,,4.53,2829,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211116_22%2F1637019872518lbxz5_JPEG%2F%25BA%25B8%25C1%25A4%25BA%25BB_6%25C0%25CE_%25B5%25B5%25B9%25CC%25C5%25E4%25B8%25AE_%25282%2529.jpg,33.2470399399118,126.559030206778
96,제주공항 게스트하우스 예스준,게스트하우스,제주 제주시 서해안로 232 2층,도두일동 1727-5,0507-1423-1590,https://yesjun.modoo.at/,입실 16:00 퇴실 10:30,,,4.81,3325,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200911_116%2F1599820209697nz9BB_PNG%2FQJ6hzLgZkWdNtF5-uF7Y21Hq.png,33.50854872294,126.470740711561
97,파노라마 제주,게스트하우스,제주 제주시 한림읍 월령3길 28-5 파노라마 제주,월령리 264-1,010-3930-4460,http://www.instagram.com/panorama_jeju,입실 16:00 퇴실 10:00,,,4.79,644,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230525_154%2F1685004227890bJFVo_JPEG%2FKakaoTalk_20230516_162711606.jpg,33.3778001837492,126.217316576931
98,1미리 게스트하우스,게스트하우스,제주 제주시 한림읍 협재6길 22-4 1미리게스트하우스,협재리 1762,010-6566-6446,http://www.instagram.com/1mm_guesthouse,입실 05:00 퇴실 11:00,,,4.84,1507,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211213_141%2F1639386864929WOSdf_JPEG%2FKakaoTalk_20211213_175655854_23.jpg,33.3934599354357,126.242152389375
99,제주도 애월 파티하는 오누 게스트하우스,게스트하우스,제주 제주시 애월읍 애월로2길 7 1층 오누게스트하우스,애월리 2147-6,0507-1307-3614,https://www.instagram.com/onoo52so/,입실 17:00 퇴실 11:30,,,4.8,2082,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200331_21%2F1585635948671oeSxE_JPEG%2FKakaoTalk_20200330_212259110_01.jpg,33.4629119703526,126.314098719435
100,농땡이 연구소,게스트하우스,제주 제주시 중앙로 49 4층,일도일동 1368-1,010-7377-0064,https://blog.naver.com/idling_lab,입실 16:00 퇴실 11:00,,,4.68,978,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191218_151%2F1576641033520HMKN6_JPEG%2FiyMwy81iN-A1Dv80OGVHZLti.jpg,33.5138276945181,126.524895147201
101,제주 공감 게스트하우스,게스트하우스,제주 서귀포시 대정읍 일과대수로27번길 35 제주 공감 게스트하우스,일과리 1289-2,010-9306-3242,http://www.jejugonggam.kr,입실 17:00 퇴실 10:00,,,4.81,1092,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210716_235%2F1626379228268hu2rE_JPEG%2F20200701_114501.jpg,33.2379836601631,126.229384677239
102,디바인 모먼츠,게스트하우스,제주 제주시 서해안로 131 4층,도두일동 2541,0507-1376-0331,https://www.instagram.com/_divine_moments/,입실 16:00 퇴실 12:00,,,0.0,433,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220809_38%2F1660046743418qhdCW_JPEG%2F1651721074036-1.jpg,33.5030187663625,126.463431351953
103,협재게스트하우스,게스트하우스,제주 제주시 한림읍 협재4길 1-1 2층,협재리 2436-2,0507-1385-6557,https://www.instagram.com/hyeupjae,입실 16:00 퇴실 11:00,,,0.0,189,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230617_137%2F1686963123674oyBIG_JPEG%2FResized_20230617_093427.jpeg,33.3945598899908,126.241432059762
104,세화 온게스트하우스,게스트하우스,제주 제주시 구좌읍 세화11길 18,세화리 18,010-3417-3335,https://www.instagram.com/onguest_house,입실 17:00 퇴실 11:00,,,4.72,487,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210810_113%2F1628557236085xAaYv_JPEG%2F2YLigd-P7eyCVmBWBZUW80XT.jpg,33.5225253184471,126.861053308103
105,애몽,게스트하우스,제주 제주시 애월읍 고내5길 36,고내리 960-1,0507-1346-0536,http://www.instagram.com/emong_home,입실 16:00 퇴실 11:00,,,4.82,633,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200427_109%2F1587978177737KC8NK_JPEG%2FEVbYzgKBUtlU64nLiq8Czz6u.jpeg.jpg,33.46524228188,126.336778620916
106,제주도파티게스트하우스 문어오빠,게스트하우스,제주 제주시 한림읍 한림로 372-15 제주도파티게스트하우스 문어오빠 협재 본점,협재리 1860,0507-1316-0945,https://www.instagram.com/moon_uh_oppa,입실 17:00 퇴실 10:00,,,0.0,565,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230711_52%2F1689083177154DN1jm_JPEG%2F20230711_221254.jpg,33.3958764077146,126.244257346727
107,제주여성전용게스트하우스 한나스테이,게스트하우스,제주 제주시 광양1길 6,이도1동 1289-20,0507-1443-0132,https://blog.naver.com/hannahstay,입실 16:00 퇴실 11:00,,,4.57,1284,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230830_27%2F1693366094666JBvBA_JPEG%2F1_%252864%2529.jpg,33.504215965968,126.527499455408
108,제주도게스트하우스 친절한경배씨,게스트하우스,제주 제주시 구좌읍 일주동로 2393-64,월정리 856,010-2129-9555,https://blog.naver.com/domjamcon,입실 17:00 퇴실 12:00,,,0.0,711,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230222_253%2F1677067870719XWQj7_JPEG%2FKakaoTalk_20230210_200813151.jpg,33.5556674092765,126.788227736663
